id:ID,:Definition,text
definition0211,,Requirements: Script Block Logging must be enabled
definition0212,,Requirements: Script Block Logging must be enabled
definition0213,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0214,,Script Block Logging must be enable
definition0215,,Requirements: Script Block Logging must be enabled
definition0216,,Requirements: Script Block Logging must be enabled
definition0217,,Requirements: Script Block Logging must be enabled
definition0218,,Requirements: Script Block Logging must be enabled
definition0219,,Requirements: Script Block Logging must be enabled
definition0220,,Requirements: Script Block Logging must be enabled
definition0221,,Requirements: Script Block Logging must be enabled
definition0222,,Requirements: Script Block Logging must be enabled
definition0223,,Requirements: Script Block Logging must be enabled
definition0224,,Requirements: Script Block Logging must be enabled
definition0225,,Requirements: Script Block Logging must be enabled
definition0226,,Requirements: Script Block Logging must be enabled
definition0227,,Requirements: Script Block Logging must be enable
definition0228,,Requirements: Script Block Logging must be enabled
definition0229,,Requirements: Script Block Logging must be enabled
definition0230,,Requirements: Script Block Logging must be enabled
definition0231,,Requirements: Script Block Logging must be enabled
definition0232,,Requirements: Script Block Logging must be enabled
definition0233,,Requirements: Script Block Logging must be enabled
definition0234,,Requirements: Script Block Logging must be enabled
definition0235,,Requirements: Script Block Logging must be enabled
definition0236,,Requirements: Script Block Logging must be enabled
definition0237,,Requirements: Script Block Logging must be enabled
definition0238,,Requirements: Script Block Logging must be enabled
definition0239,,Requirements: Script Block Logging must be enabled
definition0240,,Requirements: Script Block Logging must be enabled
definition0241,,Requirements: Script Block Logging must be enabled
definition0242,,Requirements: Script Block Logging must be enabled
definition0243,,Requirements: Script Block Logging must be enabled
definition0244,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0245,,Requirements: Script Block Logging must be enabled
definition0246,,Requirements: Script Block Logging must be enabled
definition0247,,Script Block Logging must be enable
definition0248,,Requirements: Script Block Logging must be enabled
definition0249,,Requirements: Script Block Logging must be enabled
definition0250,,Script Block Logging must be enable
definition0251,,Requirements: Script Block Logging must be enabled
definition0252,,Requirements: Script Block Logging must be enabled
definition0253,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0254,,Requirements: Script Block Logging must be enabled
definition0255,,Requirements: Script Block Logging must be enabled
definition0256,,Requirements: Script Block Logging must be enabled
definition0257,,Requirements: Script Block Logging must be enabled
definition0258,,Requirements: Script Block Logging must be enabled
definition0259,,Requirements: Script Block Logging must be enabled
definition0260,,Requirements: Script Block Logging must be enabled
definition0261,,Requirements: Script Block Logging must be enabled
definition0262,,Requirements: Script Block Logging must be enabled
definition0263,,Requirements: Script Block Logging must be enabled
definition0264,,Requirements: Script Block Logging must be enabled
definition0265,,Requirements: Script Block Logging must be enabled
definition0266,,Requirements: Script Block Logging must be enabled
definition0267,,Requirements: Script Block Logging must be enabled
definition0268,,Requirements: Script Block Logging must be enabled
definition0269,,Requirements: Script Block Logging must be enabled
definition0270,,Requirements: Script Block Logging must be enabled
definition0271,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0272,,Requirements: Script Block Logging must be enabled
definition0273,,Requirements: Script Block Logging must be enabled
definition0274,,Requirements: Script Block Logging must be enabled
definition0275,,Requirements: Script Block Logging must be enabled
definition0276,,Requirements: Script Block Logging must be enabled
definition0277,,Requirements: Script Block Logging must be enabled
definition0278,,Requirements: Script Block Logging must be enabled
definition0279,,Requirements: Script Block Logging must be enabled
definition0280,,Requirements: Script Block Logging must be enabled
definition0281,,Requirements: Script Block Logging must be enabled
definition0282,,Requirements: Script Block Logging must be enabled
definition0283,,Requirements: Script Block Logging must be enabled
definition0284,,Requirements: Script Block Logging must be enabled
definition0285,,Requirements: Script Block Logging must be enabled
definition0286,,Requirements: Script Block Logging must be enabled
definition0287,,Requirements: Script Block Logging must be enabled
definition0288,,Requirements: Script Block Logging must be enabled
definition0289,,Requirements: Script Block Logging must be enabled
definition0290,,Requirements: Script Block Logging must be enabled
definition0291,,Requirements: Script Block Logging must be enabled
definition0292,,Requirements: Script Block Logging must be enabled
definition0293,,Requirements: Script Block Logging must be enabled
definition0294,,Requirements: Script Block Logging must be enabled
definition0295,,Requirements: Script Block Logging must be enabled
definition0296,,Requirements: Script Block Logging must be enabled
definition0297,,Requirements: Script Block Logging must be enabled
definition0298,,Requirements: Script Block Logging must be enabled
definition0299,,Requirements: Script Block Logging must be enabled
definition0300,,Requirements: Script Block Logging must be enabled
definition0301,,Requirements: Script Block Logging must be enabled
definition0302,,Requirements: Script Block Logging must be enabled
definition0303,,Requirements: Script Block Logging must be enabled
definition0304,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0305,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0306,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0307,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0308,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0309,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0310,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0311,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0312,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0313,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0314,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0315,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0316,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0317,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0318,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0319,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0320,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0321,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0322,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0323,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0324,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0325,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0326,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0327,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0328,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0329,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0330,,0ad03ef1-f21b-4a79-8ce8-e6900c54b65b
definition0331,,fields have to be extract from event
definition0332,,"Enable the builtin Zeek script that logs all HTTP header names by adding ""@load policy/protocols/http/header-names"" to your local.zeek config file. The script can be seen here for reference https://github.com/zeek/zeek/blob/d957f883df242ef159cfd846884e673addeea7a5/scripts/policy/protocols/http/header-names.zeek"
definition0333,,"Required auditd configuration:
-a always,exit -F arch=b64 -S syslog -F a0=4 -k clear_dmesg_logs
-a always,exit -F arch=b64 -S syslog -F a0=5 -k clear_dmesg_logs
-a always,exit -F arch=b64 -S syslog -F a0=6 -k disable_dmesg_logs
-a always,exit -F arch=b32 -S syslog -F a0=4 -k clear_dmesg_logs
-a always,exit -F arch=b32 -S syslog -F a0=5 -k clear_dmesg_logs
-a always,exit -F arch=b32 -S syslog -F a0=6 -k disable_dmesg_logs
"
definition0334,,"Required auditd configuration:
-w /proc/sysrq-trigger -p wa -k sysrq
-w /proc/sys/kernel/sysrq -p wa -k sysrq
"
definition0335,,"Required auditd configuration:
-a always,exit -F arch=b32 -S execve -F euid=33 -k detect_execve_www
-a always,exit -F arch=b64 -S execve -F euid=33 -k detect_execve_www
-a always,exit -F arch=b32 -S execveat -F euid=33 -k detect_execve_www
-a always,exit -F arch=b64 -S execveat -F euid=33 -k detect_execve_www
Change the number ""33"" to the ID of your WebServer user. Default: www-data:x:33:33
"
definition0336,,/var/log/secure on REHL systems or /var/log/auth.log on debian like Systems needs to be collected in order for this detection to work
definition0337,,Requirements: Must be able to collect the error.log file
definition0338,,Requirements: Must be able to collect the error.log file
definition0339,,Requirements: Must be able to log the SQL queries
definition0340,,Requirements: SACLs must be enabled for the ScreenConnect directory
definition0341,,Requirements: file creation events need to be ingested from the Palo Alto GlobalProtect appliance
definition0342,,"Requirements: Palo Alto GlobalProtect ""mp-log"" and ""gpsvc.log"" log files need to be ingested"
definition0343,,Requirements: SACLs must be enabled for the ScreenConnect directory
definition0344,,Requirements: The Advanced Audit Policy setting Object Access > Audit Other Object Access Events has to be configured to trigger this detection.
definition0345,,Requirements: Microsoft-Windows-DNS-Server/Analytical ({EB79061A-A566-4698-9119-3ED2807060E7}) Event Log must be collected in order to receive the events.
definition0346,,Requirements: Audit Policy : Audit Other Object Access Events > Success
definition0347,,"Make sure that your Netscaler appliance logs all kinds of attacks (test with http://your-citrix-gw.net/robots.txt). The directory traversal with ../ might not be needed on certain cloud instances or for authenticated users, so we also check for direct paths. All scripts in portal/scripts are exploitable except logout.pl."
definition0348,,The 'System Security Extension' audit subcategory need to be enabled to log the EID 4697
definition0349,,"Requirements: In order for this detection to trigger, access logs of the router must be collected."
definition0350,,"Requirements: SACLs must be enabled for ""Query Value"" on the registry keys used in this rule"
definition0351,,Requirements: Cisco IOS XE system logs needs to be configured and ingested
definition0352,,Requirements: The POST request body data must be collected in order to make use of this detection
definition0353,,Requirements: The POST request body data must be collected in order to make use of this detection
definition0354,,"The advanced audit policy setting ""Object Access > Audit File Share"" must be configured for Success/Failure"
definition0355,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0356,,bade5735-5ab0-4aa7-a642-a11be0e40872
definition0357,,"Requirements: The ""Microsoft-Windows-TaskScheduler/Operational"" is disabled by default and needs to be enabled in order for this detection to trigger"
definition0358,,The Advanced Audit Policy setting Object Access > Audit Other Object Access Events has to be configured to allow this detection. We also recommend extracting the Command field from the embedded XML in the event data.
definition0359,,Requirements: Script Block Logging must be enabled
definition0360,,Requirements: Script Block Logging must be enabled
definition0361,,Requirements: By default the process_creation type event might not contain the GrandParentImage. Make sure you collect such fields in order to use this rule
definition0362,,Requirements: By default the network_connection type event might not contain the ParentImage. Make sure you collect such fields in order to use this rule
definition0363,,"Note that you have to configure logging for Named Pipe Events in Sysmon config (Event ID 17 and Event ID 18). The basic configuration is in popular sysmon configuration (https://github.com/SwiftOnSecurity/sysmon-config), but it is worth verifying. You can also use other repo, e.g. https://github.com/Neo23x0/sysmon-config, https://github.com/olafhartong/sysmon-modular. How to test detection? You can check powershell script from this site https://svch0st.medium.com/guide-to-named-pipes-and-hunting-for-cobalt-strike-pipes-dc46b2c5f575"
definition0364,,The 'System Security Extension' audit subcategory need to be enabled to log the EID 4697
definition0365,,"Requirements: The following config is required to generate the necessary Event ID 10 Process Access events: <ProcessAccess onmatch=""include""><CallTrace condition=""contains"">VBE7.DLL</CallTrace></ProcessAccess><ProcessAccess onmatch=""exclude""><CallTrace condition=""excludes"">UNKNOWN</CallTrace></ProcessAccess>"
definition0366,,Requirements: file creation events or equivalent must be collected from the FortiOS SSL-VPN appliance in order for this detection to function correctly
definition0367,,Must be collect log from \ManageEngine\ADSelfService Plus\logs
definition0368,,Requirements: The POST request body data must be collected in order to make use of this detection
definition0369,,Requirements: The POST request body data must be collected in order to make use of certain parts of this detection
