id:ID,:Title,description,rule_id
IIS Native-Code Module Command Line Installation,,Detects suspicious IIS native-code module installations via command line,9465ddf4-f9e4-4ebd-8d98-702df3a93239
IIS WebServer Access Logs Deleted,,Detects the deletion of IIS WebServer access logs which may indicate an attempt to destroy forensic evidence,3eb8c339-a765-48cc-a150-4364c04652bf
ISO File Created Within Temp Folders,,Detects the creation of a ISO file in the Outlook temp folder or in the Appdata temp folder. Typical of Qakbot TTP from end-July 2022.,2f9356ae-bf43-41b8-b858-4496d83b2acb
ISO Image Mounted,,Detects the mount of an ISO image on an endpoint,0248a7bc-8a9a-4cd8-a57e-3ae8e073a073
ISO or Image Mount Indicator in Recent Files,,"Detects the creation of recent element file that points to an .ISO, .IMG, .VHD or .VHDX file as often used in phishing attacks.
This can be a false positive on server systems but on workstations users should rarely mount .iso or .img files.
",4358e5a5-7542-4dcb-b9f3-87667371839b
IcedID Malware Suspicious Single Digit DLL Execution Via Rundll32,,"Detects RunDLL32.exe executing a single digit DLL named ""1.dll"" with the export function ""DllRegisterServer"". This behaviour was often seen used by malware and especially IcedID",2bd8e100-5b3b-4b6a-bbb5-b129d3ddddc5
Ie4uinit Lolbin Use From Invalid Path,,Detect use of ie4uinit.exe to execute commands from a specially prepared ie4uinit.inf file from a directory other than the usual directories,d3bf399f-b0cf-4250-8bb4-dfc192ab81dc
ImagingDevices Unusual Parent/Child Processes,,Detects unusual parent or children of the ImagingDevices.exe (Windows Contacts) process as seen being used with Bumblebee activity,f11f2808-adb4-46c0-802a-8660db50fa99
Impacket PsExec Execution,,Detects execution of Impacket's psexec.py.,32d56ea1-417f-44ff-822b-882873f5f43b
Import LDAP Data Interchange Format File Via Ldifde.EXE,,"Detects the execution of ""Ldifde.exe"" with the import flag ""-i"". The can be abused to include HTTP-based arguments which will allow the arbitrary download of files from a remote server.
",6f535e01-ca1f-40be-ab8d-45b19c0c8b7f
Import PowerShell Modules From Suspicious Directories,,Detects powershell scripts that import modules from suspicious directories,21f9162c-5f5d-4b01-89a8-b705bd7d10ab
Import PowerShell Modules From Suspicious Directories - ProcCreation,,Detects powershell scripts that import modules from suspicious directories,c31364f7-8be6-4b77-8483-dd2b5a7b69a3
Important Scheduled Task Deleted,,"Detects when adversaries try to stop system services or processes by deleting their respective scheduled tasks in order to conduct data destructive activities
",9e3cb244-bdb8-4632-8c90-6079c8f4f16d
Important Scheduled Task Deleted/Disabled,,Detects when adversaries stop services or processes by deleting or disabling their respective scheduled tasks in order to conduct data destructive activities,7595ba94-cf3b-4471-aa03-4f6baa9e5fad
Important Windows Event Auditing Disabled,,"Detects scenarios where system auditing for important events such as ""Process Creation"" or ""Logon"" events is disabled.",ab4561b1-6c7e-48a7-ad08-087cfb9ce8f1
Important Windows Eventlog Cleared,,"Detects the clearing of one of the Windows Core Eventlogs. e.g. caused by ""wevtutil cl"" command execution",100ef69e-3327-481c-8e5c-6d80d9507556
Important Windows Service Terminated Unexpectedly,,Detects important or interesting Windows services that got terminated unexpectedly.,56abae0c-6212-4b97-adc0-0b559bb950c3
Important Windows Service Terminated With Error,,Detects important or interesting Windows services that got terminated for whatever reason,d6b5520d-3934-48b4-928c-2aa3f92d6963
Imports Registry Key From a File,,Detects the import of the specified file to the registry with regedit.exe.,73bba97f-a82d-42ce-b315-9182e76c57b1
Imports Registry Key From an ADS,,Detects the import of a alternate datastream to the registry with regedit.exe.,0b80ade5-6997-4b1d-99a1-71701778ea61
Impossible Travel,,Identifies user activities originating from geographically distant locations within a time period shorter than the time it takes to travel from the first location to the second.,b2572bf9-e20a-4594-b528-40bde666525a
Increased Failed Authentications Of Any Type,,Detects when sign-ins increased by 10% or greater.,e1d02b53-c03c-4948-b11d-4d00cca49d03
Indicator Removal on Host - Clear Mac System Logs,,Detects deletion of local audit logs,acf61bd8-d814-4272-81f0-a7a269aa69aa
Indirect Command Execution From Script File Via Bash.EXE,,"Detects execution of Microsoft bash launcher without any flags to execute the content of a bash script directly.
This can be used to potentially bypass defenses and execute Linux or Windows-based binaries directly via bash.
",2d22a514-e024-4428-9dba-41505bd63a5b
Indirect Inline Command Execution Via Bash.EXE,,"Detects execution of Microsoft bash launcher with the ""-c"" flag.
This can be used to potentially bypass defenses and execute Linux or Windows-based binaries directly via bash.
",5edc2273-c26f-406c-83f3-f4d948e740dd
InfDefaultInstall.exe .inf Execution,,Executes SCT script using scrobj.dll from a command in entered into a specially prepared INF file.,ce7cf472-6fcc-490a-9481-3786840b5d9b
Ingress/Egress Security Group Modification,,"Detects when an account makes changes to the ingress or egress rules of a security group.
This can indicate that an attacker is attempting to open up new attack vectors in the account, that they are trying to exfiltrate data over the network, or that they are trying to allow machines in that VPC/Subnet to contact a C&C server.
",6fb77778-040f-4015-9440-572aa9b6b580
Injected Browser Process Spawning Rundll32 - GuLoader Activity,,"Detects the execution of installed GuLoader malware on the host.
GuLoader is initiating network connections via the rundll32.exe process that is spawned via a browser parent(injected) process.
",89e1490f-1a3e-452a-bbb8-b68a5f58072f
Inline Python Execution - Spawn Shell Via OS System Library,,"Detects execution of inline Python code via the ""-c"" in order to call the ""system"" function from the ""os"" library, and spawn a shell.
",2d2f44ff-4611-4778-a8fc-323a0e9850cc
Insecure Proxy/DOH Transfer Via Curl.EXE,,"Detects execution of ""curl.exe"" with the ""insecure"" flag over proxy or DOH.",2c1486f5-02e8-4f86-9099-b97f2da4ed77
Insecure Transfer Via Curl.EXE,,"Detects execution of ""curl.exe"" with the ""--insecure"" flag.",cb9cc1d1-e84e-4bdc-b7ad-c31b1b7908ec
Install New Package Via Winget Local Manifest,,"Detects usage of winget to install applications via manifest file. Adversaries can abuse winget to download payloads remotely and execute them.
The manifest option enables you to install an application by passing in a YAML file directly to the client.
Winget can be used to download and install exe, msi or msix files later.
",313d6012-51a0-4d93-8dfc-de8553239e25
Installation of TeamViewer Desktop,,TeamViewer_Desktop.exe is create during install,9711de76-5d4f-4c50-a94f-21e4e8f8384d
InstallerFileTakeOver LPE CVE-2021-41379 File Create Event,,Detects signs of the exploitation of LPE CVE-2021-41379 that include an msiexec process that creates an elevation_service.exe file,3be82d5d-09fe-4d6a-a275-0d40d234d324
Interactive AT Job,,"Detects an interactive AT job, which may be used as a form of privilege escalation.",60fc936d-2eb0-4543-8a13-911c750a1dfc
Interactive Bash Suspicious Children,,Detects suspicious interactive bash as a parent to rather uncommon child processes,ea3ecad2-db86-4a89-ad0b-132a10d2db55
Internet Explorer Autorun Keys Modification,,Detects modification of autostart extensibility point (ASEP) in registry.,a80f662f-022f-4429-9b8c-b1a41aaa6688
Internet Explorer DisableFirstRunCustomize Enabled,,"Detects changes to the Internet Explorer ""DisableFirstRunCustomize"" value, which prevents Internet Explorer from running the first run wizard the first time a user starts the browser after installing Internet Explorer or Windows.
",ab567429-1dfb-4674-b6d2-979fd2f9d125
Invalid PIM License,,Identifies when an organization doesn't have the proper license for PIM and is out of compliance.,58af08eb-f9e1-43c8-9805-3ad9b0482bd8
Invocation of Active Directory Diagnostic Tool (ntdsutil.exe),,"Detects execution of ntdsutil.exe, which can be used for various attacks against the NTDS database (NTDS.DIT)",2afafd61-6aae-4df4-baed-139fa1f4c345
Invoke-Obfuscation CLIP+ Launcher,,Detects Obfuscated use of Clip.exe to execute PowerShell,b222df08-0e07-11eb-adc1-0242ac120002
Invoke-Obfuscation CLIP+ Launcher - PowerShell,,Detects Obfuscated use of Clip.exe to execute PowerShell,73e67340-0d25-11eb-adc1-0242ac120002
Invoke-Obfuscation CLIP+ Launcher - PowerShell Module,,Detects Obfuscated use of Clip.exe to execute PowerShell,a136cde0-61ad-4a61-9b82-8dc490e60dd2
Invoke-Obfuscation CLIP+ Launcher - Security,,Detects Obfuscated use of Clip.exe to execute PowerShell,4edf51e1-cb83-4e1a-bc39-800e396068e3
Invoke-Obfuscation CLIP+ Launcher - System,,Detects Obfuscated use of Clip.exe to execute PowerShell,f7385ee2-0e0c-11eb-adc1-0242ac120002
Invoke-Obfuscation COMPRESS OBFUSCATION,,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,7eedcc9d-9fdb-4d94-9c54-474e8affc0c7
Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell,,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,20e5497e-331c-4cd5-8d36-935f6e2a9a07
Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell Module,,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,7034cbbb-cc55-4dc2-8dad-36c0b942e8f1
Invoke-Obfuscation COMPRESS OBFUSCATION - Security,,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,7a922f1b-2635-4d6c-91ef-af228b198ad3
Invoke-Obfuscation COMPRESS OBFUSCATION - System,,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,175997c5-803c-4b08-8bb0-70b099f47595
Invoke-Obfuscation Obfuscated IEX Invocation,,Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the following code block,4bf943c6-5146-4273-98dd-e958fd1e3abf
Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell,,Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the following code block \u2014,1b9dc62e-6e9e-42a3-8990-94d7a10007f7
Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell Module,,Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the code block cited in the reference section below,2f211361-7dce-442d-b78a-c04039677378
Invoke-Obfuscation Obfuscated IEX Invocation - Security,,Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the code block linked in the references,fd0f5778-d3cb-4c9a-9695-66759d04702a
Invoke-Obfuscation Obfuscated IEX Invocation - System,,Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the code block linked in the references,51aa9387-1c53-4153-91cc-d73c59ae1ca9
Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell,,Detects Obfuscated Powershell via RUNDLL LAUNCHER,e6cb92b4-b470-4eb8-8a9d-d63e8583aae0
Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell Module,,Detects Obfuscated Powershell via RUNDLL LAUNCHER,a23791fe-8846-485a-b16b-ca691e1b03d4
Invoke-Obfuscation RUNDLL LAUNCHER - Security,,Detects Obfuscated Powershell via RUNDLL LAUNCHER,f241cf1b-3a6b-4e1a-b4f9-133c00dd95ca
Invoke-Obfuscation RUNDLL LAUNCHER - System,,Detects Obfuscated Powershell via RUNDLL LAUNCHER,11b52f18-aaec-4d60-9143-5dd8cc4706b9
Invoke-Obfuscation STDIN+ Launcher,,Detects Obfuscated use of stdin to execute PowerShell,6c96fc76-0eb1-11eb-adc1-0242ac120002
Invoke-Obfuscation STDIN+ Launcher - PowerShell Module,,Detects Obfuscated use of stdin to execute PowerShell,9ac8b09b-45de-4a07-9da1-0de8c09304a3
Invoke-Obfuscation STDIN+ Launcher - Powershell,,Detects Obfuscated use of stdin to execute PowerShell,779c8c12-0eb1-11eb-adc1-0242ac120002
Invoke-Obfuscation STDIN+ Launcher - Security,,Detects Obfuscated use of stdin to execute PowerShell,0c718a5e-4284-4fb9-b4d9-b9a50b3a1974
Invoke-Obfuscation STDIN+ Launcher - System,,Detects Obfuscated use of stdin to execute PowerShell,72862bf2-0eb1-11eb-adc1-0242ac120002
Invoke-Obfuscation VAR+ Launcher,,Detects Obfuscated use of Environment Variables to execute PowerShell,27aec9c9-dbb0-4939-8422-1742242471d0
Invoke-Obfuscation VAR+ Launcher - PowerShell,,Detects Obfuscated use of Environment Variables to execute PowerShell,0adfbc14-0ed1-11eb-adc1-0242ac120002
Invoke-Obfuscation VAR+ Launcher - PowerShell Module,,Detects Obfuscated use of Environment Variables to execute PowerShell,6bfb8fa7-b2e7-4f6c-8d9d-824e5d06ea9e
Invoke-Obfuscation VAR+ Launcher - Security,,Detects Obfuscated use of Environment Variables to execute PowerShell,dcf2db1f-f091-425b-a821-c05875b8925a
Invoke-Obfuscation VAR+ Launcher - System,,Detects Obfuscated use of Environment Variables to execute PowerShell,8ca7004b-e620-4ecb-870e-86129b5b8e75
Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION,,Detects Obfuscated Powershell via VAR++ LAUNCHER,e9f55347-2928-4c06-88e5-1a7f8169942e
Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell,,Detects Obfuscated Powershell via VAR++ LAUNCHER,e54f5149-6ba3-49cf-b153-070d24679126
Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell Module,,Detects Obfuscated Powershell via VAR++ LAUNCHER,f3c89218-8c3d-4ba9-9974-f1d8e6a1b4a6
Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - Security,,Detects Obfuscated Powershell via VAR++ LAUNCHER,4c54ba8f-73d2-4d40-8890-d9cf1dca3d30
Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - System,,Detects Obfuscated Powershell via VAR++ LAUNCHER,14bcba49-a428-42d9-b943-e2ce0f0f7ae6
Invoke-Obfuscation Via Stdin,,Detects Obfuscated Powershell via Stdin in Scripts,9c14c9fa-1a63-4a64-8e57-d19280559490
Invoke-Obfuscation Via Stdin - PowerShell Module,,Detects Obfuscated Powershell via Stdin in Scripts,c72aca44-8d52-45ad-8f81-f96c4d3c755e
Invoke-Obfuscation Via Stdin - Powershell,,Detects Obfuscated Powershell via Stdin in Scripts,86b896ba-ffa1-4fea-83e3-ee28a4c915c7
Invoke-Obfuscation Via Stdin - Security,,Detects Obfuscated Powershell via Stdin in Scripts,80b708f3-d034-40e4-a6c8-d23b7a7db3d1
Invoke-Obfuscation Via Stdin - System,,Detects Obfuscated Powershell via Stdin in Scripts,487c7524-f892-4054-b263-8a0ace63fc25
Invoke-Obfuscation Via Use Clip,,Detects Obfuscated Powershell via use Clip.exe in Scripts,e1561947-b4e3-4a74-9bdd-83baed21bdb5
Invoke-Obfuscation Via Use Clip - PowerShell Module,,Detects Obfuscated Powershell via use Clip.exe in Scripts,ebdf49d8-b89c-46c9-8fdf-2c308406f6bd
Invoke-Obfuscation Via Use Clip - Powershell,,Detects Obfuscated Powershell via use Clip.exe in Scripts,db92dd33-a3ad-49cf-8c2c-608c3e30ace0
Invoke-Obfuscation Via Use Clip - Security,,Detects Obfuscated Powershell via use Clip.exe in Scripts,1a0a2ff1-611b-4dac-8216-8a7b47c618a6
Invoke-Obfuscation Via Use Clip - System,,Detects Obfuscated Powershell via use Clip.exe in Scripts,63e3365d-4824-42d8-8b82-e56810fefa0c
Invoke-Obfuscation Via Use MSHTA,,Detects Obfuscated Powershell via use MSHTA in Scripts,ac20ae82-8758-4f38-958e-b44a3140ca88
Invoke-Obfuscation Via Use MSHTA - PowerShell,,Detects Obfuscated Powershell via use MSHTA in Scripts,e55a5195-4724-480e-a77e-3ebe64bd3759
Invoke-Obfuscation Via Use MSHTA - PowerShell Module,,Detects Obfuscated Powershell via use MSHTA in Scripts,07ad2ea8-6a55-4ac6-bf3e-91b8e59676eb
Invoke-Obfuscation Via Use MSHTA - Security,,Detects Obfuscated Powershell via use MSHTA in Scripts,9b8d9203-4e0f-4cd9-bb06-4cc4ea6d0e9a
Invoke-Obfuscation Via Use MSHTA - System,,Detects Obfuscated Powershell via use MSHTA in Scripts,7e9c7999-0f9b-4d4a-a6ed-af6d553d4af4
Invoke-Obfuscation Via Use Rundll32 - PowerShell,,Detects Obfuscated Powershell via use Rundll32 in Scripts,a5a30a6e-75ca-4233-8b8c-42e0f2037d3b
Invoke-Obfuscation Via Use Rundll32 - PowerShell Module,,Detects Obfuscated Powershell via use Rundll32 in Scripts,88a22f69-62f9-4b8a-aa00-6b0212f2f05a
Invoke-Obfuscation Via Use Rundll32 - Security,,Detects Obfuscated Powershell via use Rundll32 in Scripts,cd0f7229-d16f-42de-8fe3-fba365fbcb3a
Invoke-Obfuscation Via Use Rundll32 - System,,Detects Obfuscated Powershell via use Rundll32 in Scripts,641a4bfb-c017-44f7-800c-2aee0184ce9b
JAMF MDM Potential Suspicious Child Process,,"Detects potential suspicious child processes of ""jamf"". Could be a sign of potential abuse of Jamf as a C2 server as seen by Typhon MythicAgent.",2316929c-01aa-438c-970f-099145ab1ee6
JNDIExploit Pattern,,Detects exploitation attempt using the JNDI-Exploit-Kit,412d55bc-7737-4d25-9542-5b396867ce55
JXA In-memory Execution Via OSAScript,,Detects possible malicious execution of JXA in-memory via OSAScript,f1408a58-0e94-4165-b80a-da9f96cf6fc3
Java Payload Strings,,Detects possible Java payloads in web access logs,583aa0a2-30b1-4d62-8bf3-ab73689efe6c
Java Running with Remote Debugging,,Detects a JAVA process running with remote debugging allowing more than just localhost to connect,8f88e3f6-2a49-48f5-a5c4-2f7eedf78710
JexBoss Command Sequence,,Detects suspicious command sequence that JexBoss,8ec2c8b4-557a-4121-b87c-5dfb3a602fae
KDC RC4-HMAC Downgrade CVE-2022-37966,,Detects the exploitation of a security bypass and elevation of privilege vulnerability with Authentication Negotiation by using weak RC4-HMAC negotiation,e6f81941-b1cd-4766-87db-9fc156f658ee
Kalambur Backdoor Curl TOR SOCKS Proxy Execution,,"Detects the execution of the ""curl.exe"" command, referencing ""SOCKS"" and "".onion"" domains, which could be indicative of Kalambur backdoor activity.",e99375eb-3ee0-407a-9f90-79569cc6a01c
Kapeka Backdoor Autorun Persistence,,Detects the setting of a new value in the Autorun key that is used by the Kapeka backdoor for persistence.,c0c67b21-eb8a-4c84-a395-40473ec3b482
Kapeka Backdoor Configuration Persistence,,"Detects registry set activity of a value called ""Seed"" stored in the ""\Cryptography\Providers\"" registry key.
The Kapeka backdoor leverages this location to register a new SIP provider for backdoor configuration persistence.
",cbaa3ef3-07a9-4c8e-82d1-9e40578da7fd
Kapeka Backdoor Execution Via RunDLL32.EXE,,"Detects Kapeka backdoor process execution pattern, where the dropper launch the backdoor binary by calling rundll32 and passing the backdoor's first export ordinal (#1) with a ""-d"" argument.
",e98f741c-6a5b-4c83-bc2a-1f4e58d07b12
Kapeka Backdoor Loaded Via Rundll32.EXE,,"Detects the Kapeka Backdoor binary being loaded by rundll32.exe.
The Kapeka loader drops a backdoor, which is a DLL with the '.wll' extension masquerading as a Microsoft Word Add-In.
",a7e6b1f9-8d2c-4f1e-9a7d-63e4c8a2bf4c
Kapeka Backdoor Persistence Activity,,"Detects Kapeka backdoor persistence activity.
Depending on the process privileges, the Kapeka dropper then sets persistence for the backdoor either as a scheduled task (if admin or SYSTEM) or autorun registry (if not).
For the scheduled task, it creates a scheduled task called ""Sens Api"" via schtasks command, which is set to run upon system startup as SYSTEM.
To establish persistence through the autorun utility, it adds an autorun entry called ""Sens Api"" under HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run via the ""reg add"" command.
Both persistence mechanisms are set to launch the binary by calling rundll32 and passing the backdoor's first export ordinal (#1) without any additional argument.
",64a871dd-83f6-4e5f-80fc-5a7ca3a8a819
Kapeka Backdoor Scheduled Task Creation,,"Detects Kapeka backdoor scheduled task creation based on attributes such as paths, commands line flags, etc.",6c130acd-0adb-4545-bcc4-2e85d0883c9a
Katz Stealer DLL Loaded,,"Detects loading of DLLs associated with Katz Stealer malware 2025 variants.
Katz Stealer is a malware variant that is known to be used for stealing sensitive information from compromised systems.
The process that loads these DLLs are very likely to be malicious.
",e6c7ab7c-c79d-4b84-b913-b2ec3f8e8a98
Katz Stealer Suspicious User-Agent,,"Detects network connections with a suspicious user-agent string containing ""katz-ontop"", which may indicate Katz Stealer activity.
",834c6d2f-5e98-4b2a-b453-0c4f234afedd
Kavremover Dropped Binary LOLBIN Usage,,Detects the execution of a signed binary dropped by Kaspersky Lab Products Remover (kavremover) which can be abused as a LOLBIN to execute arbitrary commands and binaries.,d047726b-c71c-4048-a99b-2e2f50dc107d
Kerberoasting Activity - Initial Query,,"This rule will collect the data needed to start looking into possible kerberoasting activity.
Further analysis or computation within the query is needed focusing on requests from one specific host/IP towards multiple service names within a time period of 5 seconds.
You can then set a threshold for the number of requests and time between the requests to turn this into an alert.
",d04ae2b8-ad54-4de0-bd87-4bc1da66aa59
Kerberos Manipulation,,Detects failed Kerberos TGT issue operation. This can be a sign of manipulations of TGT messages by an attacker.,f7644214-0eb0-4ace-9455-331ec4c09253
Kerberos Network Traffic RC4 Ticket Encryption,,Detects kerberos TGS request using RC4 encryption which may be indicative of kerberoasting,503fe26e-b5f2-4944-a126-eab405cc06e5
Kernel Memory Dump Via LiveKD,,"Detects execution of LiveKD with the ""-m"" flag to potentially dump the kernel memory",c7746f1c-47d3-43d6-8c45-cd1e54b6b0a2
KrbRelayUp Service Installation,,Detects service creation from KrbRelayUp tool used for privilege escalation in Windows domain environments where LDAP signing is not enforced (the default settings),e97d9903-53b2-41fc-8cb9-889ed4093e80
Kubernetes Admission Controller Modification,,"Detects when a modification (create, update or replace) action is taken that affects mutating or validating webhook configurations, as they can be used by an adversary to achieve persistence or exfiltrate access credentials.
",eed82177-38f5-4299-8a76-098d50d225ab
Kubernetes CronJob/Job Modification,,"Detects when a Kubernetes CronJob or Job is created or modified.
A Kubernetes Job creates one or more pods to accomplish a specific task, and a CronJob creates Jobs on a recurring schedule.
An adversary can take advantage of this Kubernetes object to schedule Jobs to run containers that execute malicious code within a cluster, allowing them to achieve persistence.
",0c9b3bda-41a6-4442-9345-356ae86343dc
Kubernetes Events Deleted,,"Detects when events are deleted in Kubernetes.
An adversary may delete Kubernetes events in an attempt to evade detection.
",3132570d-cab2-4561-9ea6-1743644b2290
Kubernetes Rolebinding Modification,,"Detects when a Kubernetes Rolebinding is created or modified.
",10b97915-ec8d-455f-a815-9a78926585f6
Kubernetes Secrets Modified or Deleted,,"Detects when Kubernetes Secrets are Modified or Deleted.
",58d31a75-a4f8-4c40-985b-373d58162ca2
LOL-Binary Copied From System Directory,,"Detects a suspicious copy operation that tries to copy a known LOLBIN from system (System32, SysWOW64, WinSxS) directories to another on disk in order to bypass detections based on locations.
",f5d19838-41b5-476c-98d8-ba8af4929ee2
LOLBAS Data Exfiltration by DataSvcUtil.exe,,Detects when a user performs data exfiltration by using DataSvcUtil.exe,e290b10b-1023-4452-a4a9-eb31a9013b3a
LOLBIN Execution From Abnormal Drive,,Detects LOLBINs executing from an abnormal or uncommon drive such as a mounted ISO.,d4ca7c59-e9e4-42d8-bf57-91a776efcb87
LPE InstallerFileTakeOver PoC CVE-2021-41379,,Detects PoC tool used to exploit LPE vulnerability CVE-2021-41379,7dbb86de-a0cc-494c-8aa8-b2996c9ef3c8
LSA PPL Protection Disabled Via Reg.EXE,,"Detects the usage of the ""reg.exe"" utility to disable PPL protection on the LSA process",8c0eca51-0f88-4db2-9183-fdfb10c703f9
LSASS Access Detected via Attack Surface Reduction,,Detects Access to LSASS Process,a0a278fe-2c0e-4de2-ac3c-c68b08a9ba98
LSASS Access From Non System Account,,Detects potential mimikatz-like tools accessing LSASS from non system account,962fe167-e48d-4fd6-9974-11e5b9a5d6d1
LSASS Access From Potentially White-Listed Processes,,"Detects a possible process memory dump that uses a white-listed filename like TrolleyExpress.exe as a way to dump the LSASS process memory without Microsoft Defender interference
",4be8b654-0c01-4c9d-a10c-6b28467fc651
LSASS Dump Keyword In CommandLine,,"Detects the presence of the keywords ""lsass"" and "".dmp"" in the commandline, which could indicate a potential attempt to dump or create a dump of the lsass process.
",ffa6861c-4461-4f59-8a41-578c39f3f23e
LSASS Memory Access by Tool With Dump Keyword In Name,,"Detects LSASS process access requests from a source process with the ""dump"" keyword in its image name.",9bd012ee-0dff-44d7-84a0-aa698cfd87a3
LSASS Process Dump Artefact In CrashDumps Folder,,"Detects the presence of an LSASS dump file in the ""CrashDumps"" folder. This could be a sign of LSASS credential dumping. Techniques such as the LSASS Shtinkering have been seen abusing the Windows Error Reporting to dump said process.",6902955a-01b7-432c-b32a-6f5f81d8f625
LSASS Process Memory Dump Creation Via Taskmgr.EXE,,"Detects the creation of an ""lsass.dmp"" file by the taskmgr process. This indicates a manual dumping of the LSASS.exe process memory using Windows Task Manager.",69ca12af-119d-44ed-b50f-a47af0ebc364
LSASS Process Memory Dump Files,,"Detects creation of files with names used by different memory dumping tools to create a memory dump of the LSASS process memory, which contains user credentials.",a5a2d357-1ab8-4675-a967-ef9990a59391
LSASS Process Reconnaissance Via Findstr.EXE,,"Detects findstring commands that include the keyword lsass, which indicates recon actviity for the LSASS process PID",fe63010f-8823-4864-a96b-a7b4a0f7b929
Lace Tempest Cobalt Strike Download,,Detects specific command line execution used by Lace Tempest to download Cobalt Strike as reported by SysAid Team,aa5b0a40-ed88-46aa-9fdc-0337b379ca9d
Lace Tempest File Indicators,,Detects PowerShell script file creation with specific names or suffixes which was seen being used often in PowerShell scripts by FIN7,e94486ea-2650-4548-bf25-88cbd0bb32d7
Lace Tempest Malware Loader Execution,,Detects execution of a specific binary based on filename and hash used by Lace Tempest to load additional malware as reported by SysAid Team,745ea50b-9673-4ba7-9426-cb45cf4a8e6d
Lace Tempest PowerShell Evidence Eraser,,"Detects a PowerShell script used by Lace Tempest APT to erase evidence from victim servers by exploiting CVE-2023-47246 as reported by SysAid Team
",b377ddab-502d-4519-9e8c-5590033d2d70
Lace Tempest PowerShell Launcher,,"Detects a PowerShell script used by Lace Tempest APT to launch their malware loader by exploiting CVE-2023-47246 as reported by SysAid Team
",37dc5463-f7e3-4f61-ad76-ba59cd02a651
Launch Agent/Daemon Execution Via Launchctl,,Detects the execution of programs as Launch Agents or Launch Daemons using launchctl on macOS.,ae9d710f-dcd1-4f75-a0a5-93a73b5dda0e
Launch-VsDevShell.PS1 Proxy Execution,,Detects the use of the 'Launch-VsDevShell.ps1' Microsoft signed script to execute commands.,45d3a03d-f441-458c-8883-df101a3bb146
Lazarus APT DLL Sideloading Activity,,Detects sideloading of trojanized DLLs used in Lazarus APT campaign in the case of a Spanish aerospace company,24007168-a26b-4049-90d0-ce138e13a5cf
Lazarus Group Activity,,Detects different process execution behaviors as described in various threat reports on Lazarus group activity,24c4d154-05a4-4b99-b57d-9b977472443a
Lazarus System Binary Masquerading,,Detects binaries used by the Lazarus group which use system names but are executed and launched from non-default location,3f7f5b0b-5b16-476c-a85f-ab477f6dd24b
Legitimate Application Dropped Archive,,Detects programs on a Windows system that should not write an archive to disk,654fcc6d-840d-4844-9b07-2c3300e54a26
Legitimate Application Dropped Executable,,Detects programs on a Windows system that should not write executables to disk,f0540f7e-2db3-4432-b9e0-3965486744bc
Legitimate Application Dropped Script,,Detects programs on a Windows system that should not write scripts to disk,7d604714-e071-49ff-8726-edeb95a70679
Leviathan Registry Key Activity,,Detects registry key used by Leviathan APT in Malaysian focused campaign,70d43542-cd2d-483c-8f30-f16b436fd7db
Linux Base64 Encoded Pipe to Shell,,Detects suspicious process command line that uses base64 encoded input for execution with a shell,ba592c6d-6888-43c3-b8c6-689b8fe47337
Linux Base64 Encoded Shebang In CLI,,"Detects the presence of a base64 version of the shebang in the commandline, which could indicate a malicious payload about to be decoded",fe2f9663-41cb-47e2-b954-8a228f3b9dff
Linux Command History Tampering,,"Detects commands that try to clear or tamper with the Linux command history.
This technique is used by threat actors in order to evade defenses and execute commands without them being recorded in files such as ""bash_history"" or ""zsh_history"".
",fdc88d25-96fb-4b7c-9633-c0e417fdbd4e
Linux Crypto Mining Indicators,,Detects command line parameters or strings often used by crypto miners,9069ea3c-b213-4c52-be13-86506a227ab1
Linux Crypto Mining Pool Connections,,Detects process connections to a Monero crypto mining pool,a46c93b7-55ed-4d27-a41b-c259456c4746
Linux Doas Conf File Creation,,Detects the creation of doas.conf file in linux host platform.,00eee2a5-fdb0-4746-a21d-e43fbdea5681
Linux HackTool Execution,,Detects known hacktool execution based on image name.,a015e032-146d-4717-8944-7a1884122111
